mq2,Water Level,Methane (ppm),CO2 (ppm),Dates,Time,Methane Alert,CO2 Alert
1058,98.2,1928.86,6661.93,2022-10-12,01:00:00,True,True
1064,92.6,2610.35,6453.29,2022-10-12,01:30:00,True,True
1037,50.0,4256.19,7605.25,2022-10-12,02:00:00,True,True
1029,92.8,7755.28,6785.12,2022-10-12,02:30:00,True,True
993,81.2,8004.3,6482.2,2022-10-12,03:00:00,True,True
1009,6.0,4888.2,3890.16,2022-10-12,03:30:00,True,True
1019,43.8,6088.74,9447.74,2022-10-12,04:00:00,True,True
973,42.7,5104.02,7609.86,2022-10-12,04:30:00,True,True
1016,95.4,2402.93,9890.29,2022-10-12,05:00:00,True,True
956,31.6,5491.53,9029.46,2022-10-12,05:30:00,True,True
868,69.9,7356.32,6294.34,2022-10-12,06:00:00,True,True
897,49.8,6583.46,7397.06,2022-10-12,06:30:00,True,True
879,32.6,6968.08,4614.68,2022-10-12,07:00:00,True,True
938,31.3,5306.44,6953.68,2022-10-12,07:30:00,True,True
934,46.9,6423.24,3920.14,2022-10-12,08:00:00,True,True
898,67.1,2495.6,9011.14,2022-10-12,08:30:00,True,True
941,69.7,6404.35,3148.69,2022-10-12,09:00:00,True,True
935,43.8,3342.52,3424.76,2022-10-12,09:30:00,True,True
966,36.4,1983.3,9193.3,2022-10-12,10:00:00,True,True
1026,20.0,1943.38,4268.24,2022-10-12,10:30:00,True,True
1010,90.9,7088.32,9699.73,2022-10-12,11:00:00,True,True
992,22.7,9242.23,9831.21,2022-10-12,11:30:00,True,True
907,20.6,9021.53,8628.87,2022-10-12,12:00:00,True,True
789,89.9,2038.42,4113.62,2022-10-12,12:30:00,True,True
729,71.7,541.64,2831.58,2022-10-12,13:00:00,False,False
693,17.9,449.73,1514.77,2022-10-12,13:30:00,False,False
1026,43.3,7512.46,8322.56,2022-10-12,14:00:00,True,True
1010,67.0,4377.83,3294.6,2022-10-12,14:30:00,True,True
992,18.1,4936.75,3779.14,2022-10-12,15:00:00,True,True
907,66.5,6806.8,5758.95,2022-10-12,15:30:00,True,True
789,20.1,8098.28,4609.06,2022-10-12,16:00:00,True,True
729,79.6,593.98,2725.72,2022-10-12,16:30:00,False,False
485,50.9,62.52,477.93,2022-10-12,17:00:00,False,False
494,79.9,27.73,605.84,2022-10-12,17:30:00,False,False
519,14.1,92.17,513.87,2022-10-12,18:00:00,False,False
515,57.0,62.48,787.65,2022-10-12,18:30:00,False,False
526,72.4,23.81,276.69,2022-10-12,19:00:00,False,False
512,99.4,67.27,660.99,2022-10-12,19:30:00,False,False
524,94.9,54.47,306.78,2022-10-12,20:00:00,False,False
533,30.5,96.41,650.17,2022-10-12,20:30:00,False,False
693,16.1,351.51,2938.29,2022-10-12,21:00:00,False,False
585,58.0,216.52,1373.55,2022-10-12,21:30:00,False,False
631,70.1,770.01,1043.72,2022-10-12,22:00:00,False,False
638,44.9,944.41,868.01,2022-10-12,22:30:00,False,False
641,98.8,293.34,1892.71,2022-10-12,23:00:00,False,False
647,35.8,447.43,2110.64,2022-10-12,23:30:00,False,False
643,14.6,732.05,2391.09,2022-10-13,00:00:00,False,False
640,96.6,673.55,1084.18,2022-10-13,00:30:00,False,False
637,20.6,571.77,2986.31,2022-10-13,01:00:00,False,False
592,27.1,401.13,2298.73,2022-10-13,01:30:00,False,False
644,46.5,110.13,1823.4,2022-10-13,02:00:00,False,False
600,30.3,803.26,2155.66,2022-10-13,02:30:00,False,False
638,90.9,683.28,1112.94,2022-10-13,03:00:00,False,False
642,28.4,385.42,2144.48,2022-10-13,03:30:00,False,False
658,12.1,804.79,2438.53,2022-10-13,04:00:00,False,False
645,60.0,540.44,1517.7,2022-10-13,04:30:00,False,False
595,41.8,658.88,2096.06,2022-10-13,05:00:00,False,False
607,80.8,485.43,2951.38,2022-10-13,05:30:00,False,False
599,48.6,910.28,1662.75,2022-10-13,06:00:00,False,False
611,16.8,417.15,1581.39,2022-10-13,06:30:00,False,False
606,96.7,664.07,1846.1,2022-10-13,07:00:00,False,False
617,49.1,701.45,2719.79,2022-10-13,07:30:00,False,False
595,99.4,535.75,1889.42,2022-10-13,08:00:00,False,False
608,6.2,696.73,2013.37,2022-10-13,08:30:00,False,False
571,22.8,487.82,1917.53,2022-10-13,09:00:00,False,False
584,25.4,361.61,1908.89,2022-10-13,09:30:00,False,False
586,63.4,822.33,1491.72,2022-10-13,10:00:00,False,False
612,45.8,462.65,1551.02,2022-10-13,10:30:00,False,False
630,92.4,691.27,2751.0,2022-10-13,11:00:00,False,False
640,18.3,633.33,828.56,2022-10-13,11:30:00,False,False
663,41.6,523.46,2590.55,2022-10-13,12:00:00,False,False
648,22.2,359.76,1102.51,2022-10-13,12:30:00,False,False
656,50.8,639.8,2004.09,2022-10-13,13:00:00,False,False
649,16.6,901.51,2179.52,2022-10-13,13:30:00,False,False
650,72.0,522.64,1266.59,2022-10-13,14:00:00,False,False
645,79.8,578.27,904.08,2022-10-13,14:30:00,False,False
606,64.1,103.15,2530.88,2022-10-13,15:00:00,False,False
615,36.7,941.96,2501.3,2022-10-13,15:30:00,False,False
616,57.9,237.94,1495.34,2022-10-13,16:00:00,False,False
622,8.0,246.79,1237.57,2022-10-13,16:30:00,False,False
635,11.5,906.81,850.35,2022-10-13,17:00:00,False,False
649,24.0,340.28,2415.04,2022-10-13,17:30:00,False,False
611,37.8,100.69,1512.08,2022-10-13,18:00:00,False,False
576,7.2,861.58,1562.68,2022-10-13,18:30:00,False,False
581,12.1,589.92,1610.51,2022-10-13,19:00:00,False,False
597,58.2,636.51,2952.22,2022-10-13,19:30:00,False,False
529,73.6,74.97,214.61,2022-10-13,20:00:00,False,False
540,75.5,51.92,400.12,2022-10-13,20:30:00,False,False
558,8.3,952.09,2808.44,2022-10-13,21:00:00,False,False
574,77.3,125.57,1339.12,2022-10-13,21:30:00,False,False
554,34.3,962.1,2631.18,2022-10-13,22:00:00,False,False
559,18.2,839.63,1430.24,2022-10-13,22:30:00,False,False
577,63.4,617.78,1797.92,2022-10-13,23:00:00,False,False
558,87.8,461.36,1847.07,2022-10-13,23:30:00,False,False
520,58.3,19.23,601.16,2022-10-14,00:00:00,False,False
513,13.3,60.62,722.44,2022-10-14,00:30:00,False,False
501,74.7,32.79,504.24,2022-10-14,01:00:00,False,False
517,38.9,10.36,262.29,2022-10-14,01:30:00,False,False
525,49.3,60.0,445.77,2022-10-14,02:00:00,False,False
549,50.2,57.95,389.79,2022-10-14,02:30:00,False,False
499,47.7,30.16,600.6,2022-10-14,03:00:00,False,False
537,14.3,42.83,238.82,2022-10-14,03:30:00,False,False
549,77.6,99.84,227.11,2022-10-14,04:00:00,False,False
548,63.6,80.27,228.57,2022-10-14,04:30:00,False,False
576,70.2,237.81,848.42,2022-10-14,05:00:00,False,False
825,97.1,1006.61,5678.56,2022-10-14,05:30:00,True,True
804,63.0,3632.03,3178.53,2022-10-14,06:00:00,True,True
787,87.4,1129.6,6076.72,2022-10-14,06:30:00,True,True
717,95.4,916.07,2432.19,2022-10-14,07:00:00,False,False
734,36.1,4169.86,3917.22,2022-10-14,07:30:00,True,True
730,43.4,144.91,2577.45,2022-10-14,08:00:00,False,False
711,30.3,893.13,2361.13,2022-10-14,08:30:00,False,False
703,71.5,211.16,2138.55,2022-10-14,09:00:00,False,False
697,86.3,691.5,2591.86,2022-10-14,09:30:00,False,False
672,59.0,666.52,2605.91,2022-10-14,10:00:00,False,False
686,30.7,718.68,1378.8,2022-10-14,10:30:00,False,False
677,47.9,832.98,1213.94,2022-10-14,11:00:00,False,False
623,94.6,558.09,1684.94,2022-10-14,11:30:00,False,False
679,14.0,602.29,1643.52,2022-10-14,12:00:00,False,False
724,31.2,789.69,1120.82,2022-10-14,12:30:00,False,False
747,88.2,4118.37,3507.48,2022-10-14,13:00:00,True,True
689,74.2,797.26,893.19,2022-10-14,13:30:00,False,False
741,69.5,3494.16,4739.22,2022-10-14,14:00:00,True,True
810,35.9,1318.18,8844.56,2022-10-14,14:30:00,True,True
827,54.0,8510.82,7864.8,2022-10-14,15:00:00,True,True
845,71.8,2069.1,9092.77,2022-10-14,15:30:00,True,True
890,93.5,1463.58,4660.92,2022-10-14,16:00:00,True,True
912,65.4,9864.01,9897.86,2022-10-14,16:30:00,True,True
932,30.2,2677.1,7761.87,2022-10-14,17:00:00,True,True
930,54.6,1971.32,8500.54,2022-10-14,17:30:00,True,True
920,69.0,5389.57,6049.31,2022-10-14,18:00:00,True,True
959,60.4,7377.23,3264.23,2022-10-14,18:30:00,True,True
931,23.7,1332.64,9270.18,2022-10-14,19:00:00,True,True
971,73.2,9194.58,9988.47,2022-10-14,19:30:00,True,True
922,86.2,9480.9,5721.35,2022-10-14,20:00:00,True,True
942,36.7,6929.85,8293.15,2022-10-14,20:30:00,True,True
953,94.7,3347.43,7216.89,2022-10-14,21:00:00,True,True
995,38.9,4409.32,6038.58,2022-10-14,21:30:00,True,True
948,26.7,7801.01,6919.56,2022-10-14,22:00:00,True,True
814,9.0,6110.73,4922.47,2022-10-14,22:30:00,True,True
748,54.7,3948.07,8161.18,2022-10-14,23:00:00,True,True
773,5.7,4239.61,5593.2,2022-10-14,23:30:00,True,True
809,70.1,2463.53,7310.18,2022-10-15,00:00:00,True,True
818,21.9,2948.83,5925.15,2022-10-15,00:30:00,True,True
821,13.4,5401.98,7072.37,2022-10-15,01:00:00,True,True
847,82.2,4797.42,7074.44,2022-10-15,01:30:00,True,True
894,63.3,9737.87,7381.18,2022-10-15,02:00:00,True,True
876,83.3,5041.34,3319.87,2022-10-15,02:30:00,True,True
868,57.5,7199.98,9530.97,2022-10-15,03:00:00,True,True
856,46.3,1785.64,4096.91,2022-10-15,03:30:00,True,True
905,53.9,3001.34,8069.31,2022-10-15,04:00:00,True,True
850,42.1,9097.47,8252.58,2022-10-15,04:30:00,True,True
796,78.3,8121.72,6191.68,2022-10-15,05:00:00,True,True
831,33.3,2732.31,6088.8,2022-10-15,05:30:00,True,True
792,49.0,7221.41,7149.01,2022-10-15,06:00:00,True,True
833,38.6,9929.93,7320.19,2022-10-15,06:30:00,True,True
834,39.2,2410.43,7945.01,2022-10-15,07:00:00,True,True
851,40.8,7398.4,8500.77,2022-10-15,07:30:00,True,True
883,59.4,2871.51,9067.62,2022-10-15,08:00:00,True,True
904,78.6,3486.19,8702.08,2022-10-15,08:30:00,True,True
901,11.8,8027.96,9895.16,2022-10-15,09:00:00,True,True
881,64.7,1591.91,6356.73,2022-10-15,09:30:00,True,True
903,40.3,8751.65,9580.16,2022-10-15,10:00:00,True,True
887,37.6,4929.51,9260.77,2022-10-15,10:30:00,True,True
887,33.0,2960.97,8845.9,2022-10-15,11:00:00,True,True
830,42.6,6012.83,9448.67,2022-10-15,11:30:00,True,True
875,91.3,6259.59,4794.01,2022-10-15,12:00:00,True,True
875,90.8,7507.58,8811.43,2022-10-15,12:30:00,True,True
846,13.4,5001.87,7728.27,2022-10-15,13:00:00,True,True
880,20.5,6639.7,9169.72,2022-10-15,13:30:00,True,True
891,76.0,4929.06,5494.08,2022-10-15,14:00:00,True,True
783,18.8,5031.62,9725.28,2022-10-15,14:30:00,True,True
454,7.2,87.63,725.3,2022-10-15,15:00:00,False,False
434,28.7,13.81,432.19,2022-10-15,15:30:00,False,False
452,46.4,37.98,557.47,2022-10-15,16:00:00,False,False
454,95.2,18.68,754.27,2022-10-15,16:30:00,False,False
473,26.9,67.38,206.68,2022-10-15,17:00:00,False,False
471,82.3,60.33,647.88,2022-10-15,17:30:00,False,False
471,62.0,55.19,229.5,2022-10-15,18:00:00,False,False
481,72.4,95.93,236.73,2022-10-15,18:30:00,False,False
469,10.6,35.51,572.56,2022-10-15,19:00:00,False,False
468,61.0,31.26,519.98,2022-10-15,19:30:00,False,False
421,69.7,26.56,419.12,2022-10-15,20:00:00,False,False
457,61.9,85.65,638.94,2022-10-15,20:30:00,False,False
429,58.5,45.55,779.96,2022-10-15,21:00:00,False,False
421,82.4,35.5,487.15,2022-10-15,21:30:00,False,False
433,15.4,11.75,469.61,2022-10-15,22:00:00,False,False
452,19.5,60.72,229.87,2022-10-15,22:30:00,False,False
393,73.4,97.36,211.39,2022-10-15,23:00:00,False,False
432,46.3,34.12,693.44,2022-10-15,23:30:00,False,False
429,94.3,34.99,576.13,2022-10-16,00:00:00,False,False
443,17.2,11.65,590.98,2022-10-16,00:30:00,False,False
433,10.3,40.91,591.79,2022-10-16,01:00:00,False,False
432,55.0,75.42,603.46,2022-10-16,01:30:00,False,False
427,43.0,99.64,516.35,2022-10-16,02:00:00,False,False
441,8.6,52.25,320.73,2022-10-16,02:30:00,False,False
435,51.7,87.61,786.55,2022-10-16,03:00:00,False,False
439,34.2,78.86,425.17,2022-10-16,03:30:00,False,False
435,66.6,41.81,649.25,2022-10-16,04:00:00,False,False
437,30.3,45.49,250.96,2022-10-16,04:30:00,False,False
447,65.3,17.43,452.43,2022-10-16,05:00:00,False,False
442,73.0,87.36,527.21,2022-10-16,05:30:00,False,False
443,21.5,32.18,534.83,2022-10-16,06:00:00,False,False
439,78.0,93.62,501.13,2022-10-16,06:30:00,False,False
443,37.8,67.66,427.37,2022-10-16,07:00:00,False,False
449,62.3,37.6,588.64,2022-10-16,07:30:00,False,False
453,63.3,90.82,267.41,2022-10-16,08:00:00,False,False
448,68.2,28.61,215.41,2022-10-16,08:30:00,False,False
397,37.9,46.37,354.53,2022-10-16,09:00:00,False,False
599,10.4,498.18,1787.49,2022-10-16,09:30:00,False,False
562,28.0,943.36,1213.91,2022-10-16,10:00:00,False,False
624,74.9,739.19,1503.51,2022-10-16,10:30:00,False,False
637,92.7,497.49,2688.07,2022-10-16,11:00:00,False,False
644,55.9,615.49,1085.24,2022-10-16,11:30:00,False,False
596,21.5,507.12,1854.12,2022-10-16,12:00:00,False,False
594,46.4,872.96,2213.53,2022-10-16,12:30:00,False,False
571,9.7,727.46,2526.67,2022-10-16,13:00:00,False,False
576,79.6,546.66,2669.83,2022-10-16,13:30:00,False,False
551,9.2,313.0,2455.77,2022-10-16,14:00:00,False,False
643,31.7,373.85,1923.98,2022-10-16,14:30:00,False,False
647,68.1,636.48,1511.28,2022-10-16,15:00:00,False,False
635,7.5,755.31,1032.58,2022-10-16,15:30:00,False,False
626,21.6,795.16,2716.64,2022-10-16,16:00:00,False,False
587,67.8,155.25,960.01,2022-10-16,16:30:00,False,False
594,50.7,842.88,959.67,2022-10-16,17:00:00,False,False
582,65.8,855.77,2663.56,2022-10-16,17:30:00,False,False
579,50.6,874.05,2031.89,2022-10-16,18:00:00,False,False
577,96.6,770.16,2094.11,2022-10-16,18:30:00,False,False
573,60.0,878.58,1297.55,2022-10-16,19:00:00,False,False
585,93.3,623.59,2279.9,2022-10-16,19:30:00,False,False
573,49.3,487.09,2499.25,2022-10-16,20:00:00,False,False
593,21.3,519.1,1752.82,2022-10-16,20:30:00,False,False
556,86.8,458.02,1115.57,2022-10-16,21:00:00,False,False
612,53.9,796.76,1866.42,2022-10-16,21:30:00,False,False
606,80.2,777.23,2896.51,2022-10-16,22:00:00,False,False
598,70.9,402.8,2029.51,2022-10-16,22:30:00,False,False
597,13.1,697.16,2787.96,2022-10-16,23:00:00,False,False
572,23.3,705.36,2933.36,2022-10-16,23:30:00,False,False
601,74.1,595.95,2564.0,2022-10-17,00:00:00,False,False
602,83.9,764.32,1496.3,2022-10-17,00:30:00,False,False
603,44.2,858.58,1296.18,2022-10-17,01:00:00,False,False
736,49.3,3676.84,3759.14,2022-10-17,01:30:00,True,True
752,25.8,4668.21,9781.99,2022-10-17,02:00:00,True,True
803,74.3,4348.11,9163.61,2022-10-17,02:30:00,True,True
814,59.5,5037.5,6239.23,2022-10-17,03:00:00,True,True
831,10.1,8386.64,8666.61,2022-10-17,03:30:00,True,True
932,30.9,1888.69,4447.34,2022-10-17,04:00:00,True,True
929,12.3,9882.35,9612.95,2022-10-17,04:30:00,True,True
958,10.7,8452.84,5768.21,2022-10-17,05:00:00,True,True
934,67.7,1355.38,5661.43,2022-10-17,05:30:00,True,True
946,63.6,7379.91,9456.51,2022-10-17,06:00:00,True,True
965,16.2,1416.63,7159.94,2022-10-17,06:30:00,True,True
982,22.5,6797.18,9024.55,2022-10-17,07:00:00,True,True
979,76.9,9347.07,6698.08,2022-10-17,07:30:00,True,True
986,91.1,9184.22,7198.32,2022-10-17,08:00:00,True,True
912,57.0,5770.14,7569.49,2022-10-17,08:30:00,True,True
795,11.9,5970.76,4263.85,2022-10-17,09:00:00,True,True
760,84.2,5619.51,7107.49,2022-10-17,09:30:00,True,True
658,80.4,142.44,1204.87,2022-10-17,10:00:00,False,False
678,36.8,328.93,1617.66,2022-10-17,10:30:00,False,False
768,32.4,9701.29,7745.8,2022-10-17,11:00:00,True,True
750,19.2,2844.75,9062.39,2022-10-17,11:30:00,True,True
718,17.5,490.42,2155.57,2022-10-17,12:00:00,False,False
745,61.4,4882.35,8384.78,2022-10-17,12:30:00,True,True
823,87.7,7220.33,6251.94,2022-10-17,13:00:00,True,True
794,80.3,9965.13,7257.36,2022-10-17,13:30:00,True,True
769,60.9,5442.19,8760.84,2022-10-17,14:00:00,True,True
947,87.2,5695.19,9467.2,2022-10-17,14:30:00,True,True
884,43.4,3455.24,7186.8,2022-10-17,15:00:00,True,True
961,27.5,4965.66,6939.34,2022-10-17,15:30:00,True,True
897,91.8,7115.0,7023.97,2022-10-17,16:00:00,True,True
938,97.1,8896.09,6489.08,2022-10-17,16:30:00,True,True
1065,33.0,7604.83,6787.42,2022-10-17,17:00:00,True,True
878,31.6,3726.65,9238.94,2022-10-17,17:30:00,True,True
614,76.7,731.18,911.95,2022-10-17,18:00:00,False,False
641,56.9,510.88,914.39,2022-10-17,18:30:00,False,False
620,18.0,173.55,2016.24,2022-10-17,19:00:00,False,False
777,7.6,3204.21,5286.64,2022-10-17,19:30:00,True,True
1062,6.0,6097.45,7269.21,2022-10-17,20:00:00,True,True
908,99.7,8404.57,3413.21,2022-10-17,20:30:00,True,True
786,9.2,6192.02,9518.2,2022-10-17,21:00:00,True,True
845,89.1,3965.29,7994.8,2022-10-17,21:30:00,True,True
832,93.7,3376.05,6325.51,2022-10-17,22:00:00,True,True
846,70.0,6050.64,4736.75,2022-10-17,22:30:00,True,True
861,7.8,2075.48,5409.44,2022-10-17,23:00:00,True,True
964,94.9,1452.87,4524.01,2022-10-17,23:30:00,True,True
918,49.9,3919.55,4141.08,2022-10-18,00:00:00,True,True
944,58.5,5749.44,3413.38,2022-10-18,00:30:00,True,True
927,65.8,4146.49,9523.73,2022-10-18,01:00:00,True,True
937,46.7,4736.41,6781.39,2022-10-18,01:30:00,True,True
975,42.6,1364.31,3932.72,2022-10-18,02:00:00,True,True
1003,96.8,3582.85,9226.39,2022-10-18,02:30:00,True,True
1010,37.5,1068.6,9046.03,2022-10-18,03:00:00,True,True
1008,25.1,7425.19,5970.23,2022-10-18,03:30:00,True,True
960,42.7,8468.79,5387.14,2022-10-18,04:00:00,True,True
1054,29.5,9324.88,5090.15,2022-10-18,04:30:00,True,True
1061,59.4,1574.48,6758.98,2022-10-18,05:00:00,True,True
1022,50.3,1198.47,8275.85,2022-10-18,05:30:00,True,True
1018,41.0,2700.12,7275.42,2022-10-18,06:00:00,True,True
1009,35.0,2918.87,9352.66,2022-10-18,06:30:00,True,True
1023,5.1,6654.28,9314.69,2022-10-18,07:00:00,True,True
1120,49.9,4142.43,4701.89,2022-10-18,07:30:00,True,True
920,25.6,3143.37,4233.45,2022-10-18,08:00:00,True,True
722,27.3,347.05,1536.58,2022-10-18,08:30:00,False,False
610,70.0,923.8,2991.26,2022-10-18,09:00:00,False,False
573,41.7,950.26,2566.4,2022-10-18,09:30:00,False,False
607,46.9,176.82,1349.21,2022-10-18,10:00:00,False,False
654,17.0,601.24,1250.18,2022-10-18,10:30:00,False,False
648,55.8,437.59,1064.12,2022-10-18,11:00:00,False,False
616,37.9,254.22,869.22,2022-10-18,11:30:00,False,False
676,7.3,490.43,2366.17,2022-10-18,12:00:00,False,False
649,39.5,615.81,1167.08,2022-10-18,12:30:00,False,False
585,99.1,705.82,1191.47,2022-10-18,13:00:00,False,False
590,45.2,898.53,1627.89,2022-10-18,13:30:00,False,False
574,12.0,130.24,1283.0,2022-10-18,14:00:00,False,False
592,51.4,882.88,1367.94,2022-10-18,14:30:00,False,False
610,78.4,951.18,1389.91,2022-10-18,15:00:00,False,False
597,7.7,629.64,1470.24,2022-10-18,15:30:00,False,False
596,48.2,968.09,1675.86,2022-10-18,16:00:00,False,False
600,58.0,438.51,1131.77,2022-10-18,16:30:00,False,False
617,97.3,335.43,2979.81,2022-10-18,17:00:00,False,False
629,12.4,104.01,1231.06,2022-10-18,17:30:00,False,False
636,6.7,197.35,1367.6,2022-10-18,18:00:00,False,False
645,74.7,331.72,1313.78,2022-10-18,18:30:00,False,False
654,88.1,160.3,2824.47,2022-10-18,19:00:00,False,False
652,14.3,973.44,1056.39,2022-10-18,19:30:00,False,False
639,83.6,973.53,2442.08,2022-10-18,20:00:00,False,False
580,93.8,575.7,1632.99,2022-10-18,20:30:00,False,False
659,28.1,430.56,2982.44,2022-10-18,21:00:00,False,False
642,63.9,597.74,2837.01,2022-10-18,21:30:00,False,False
638,62.2,557.91,2151.75,2022-10-18,22:00:00,False,False
629,47.3,793.73,1262.94,2022-10-18,22:30:00,False,False
612,94.0,461.88,2081.13,2022-10-18,23:00:00,False,False
638,7.0,751.6,1739.87,2022-10-18,23:30:00,False,False
655,63.6,330.75,2190.94,2022-10-19,00:00:00,False,False
641,24.0,409.95,1481.45,2022-10-19,00:30:00,False,False
615,99.2,505.92,2342.82,2022-10-19,01:00:00,False,False
639,81.8,943.74,824.9,2022-10-19,01:30:00,False,False
644,47.3,295.18,1371.42,2022-10-19,02:00:00,False,False
651,74.4,857.05,1703.12,2022-10-19,02:30:00,False,False
663,44.2,925.42,872.42,2022-10-19,03:00:00,False,False
647,44.2,205.28,1397.57,2022-10-19,03:30:00,False,False
665,98.2,152.52,844.69,2022-10-19,04:00:00,False,False
679,40.2,407.35,2358.89,2022-10-19,04:30:00,False,False
677,47.4,544.16,2275.06,2022-10-19,05:00:00,False,False
659,97.6,459.17,2093.2,2022-10-19,05:30:00,False,False
636,14.2,486.32,973.94,2022-10-19,06:00:00,False,False
588,94.7,203.5,925.25,2022-10-19,06:30:00,False,False
620,15.4,725.34,2643.05,2022-10-19,07:00:00,False,False
603,54.6,147.37,2818.08,2022-10-19,07:30:00,False,False
590,98.3,311.65,1371.72,2022-10-19,08:00:00,False,False
607,82.8,136.75,2085.11,2022-10-19,08:30:00,False,False
624,69.4,421.68,1120.38,2022-10-19,09:00:00,False,False
633,46.1,376.7,1696.74,2022-10-19,09:30:00,False,False
630,29.5,639.67,2515.57,2022-10-19,10:00:00,False,False
640,49.7,165.1,1127.07,2022-10-19,10:30:00,False,False
640,85.7,239.8,1503.74,2022-10-19,11:00:00,False,False
641,48.9,703.07,2303.86,2022-10-19,11:30:00,False,False
633,31.4,751.67,1609.64,2022-10-19,12:00:00,False,False
639,64.4,796.1,1827.54,2022-10-19,12:30:00,False,False
640,27.8,965.95,2707.5,2022-10-19,13:00:00,False,False
639,89.7,901.36,2649.95,2022-10-19,13:30:00,False,False
616,97.5,678.86,2229.2,2022-10-19,14:00:00,False,False
574,92.7,604.51,1340.02,2022-10-19,14:30:00,False,False
619,87.4,461.59,1997.46,2022-10-19,15:00:00,False,False
611,39.5,987.72,1339.43,2022-10-19,15:30:00,False,False
605,93.1,590.8,2770.63,2022-10-19,16:00:00,False,False
563,17.5,340.32,1210.88,2022-10-19,16:30:00,False,False
612,13.6,574.44,2599.93,2022-10-19,17:00:00,False,False
635,95.9,793.46,2618.45,2022-10-19,17:30:00,False,False
619,70.2,135.8,2428.35,2022-10-19,18:00:00,False,False
616,18.0,546.7,1323.52,2022-10-19,18:30:00,False,False
594,43.6,522.16,2461.32,2022-10-19,19:00:00,False,False
601,66.0,440.04,1335.53,2022-10-19,19:30:00,False,False
617,96.6,335.71,2086.7,2022-10-19,20:00:00,False,False
608,68.5,698.15,865.02,2022-10-19,20:30:00,False,False
577,72.3,425.54,2103.19,2022-10-19,21:00:00,False,False
608,94.3,387.91,1527.39,2022-10-19,21:30:00,False,False
587,36.1,784.19,2165.8,2022-10-19,22:00:00,False,False
572,42.3,286.04,2077.73,2022-10-19,22:30:00,False,False
587,91.4,399.63,1548.93,2022-10-19,23:00:00,False,False
587,63.5,999.52,2337.14,2022-10-19,23:30:00,False,False
570,52.3,430.27,2056.87,2022-10-20,00:00:00,False,False
597,60.0,897.18,1141.01,2022-10-20,00:30:00,False,False
486,59.3,39.38,298.98,2022-10-20,01:00:00,False,False
492,37.4,60.65,516.13,2022-10-20,01:30:00,False,False
501,89.5,51.81,228.25,2022-10-20,02:00:00,False,False
495,74.7,43.06,668.74,2022-10-20,02:30:00,False,False
521,7.6,81.01,658.12,2022-10-20,03:00:00,False,False
511,11.0,66.23,443.64,2022-10-20,03:30:00,False,False
497,86.4,69.24,250.26,2022-10-20,04:00:00,False,False
501,62.9,12.26,786.98,2022-10-20,04:30:00,False,False
497,58.1,59.29,799.88,2022-10-20,05:00:00,False,False
507,81.3,97.71,493.84,2022-10-20,05:30:00,False,False
509,90.5,48.11,455.0,2022-10-20,06:00:00,False,False
519,95.5,91.67,252.97,2022-10-20,06:30:00,False,False
516,51.4,78.53,373.28,2022-10-20,07:00:00,False,False
505,83.8,78.08,735.25,2022-10-20,07:30:00,False,False
501,93.3,56.28,690.31,2022-10-20,08:00:00,False,False
507,35.5,57.35,634.18,2022-10-20,08:30:00,False,False
503,7.8,56.07,403.42,2022-10-20,09:00:00,False,False
505,40.8,90.59,654.36,2022-10-20,09:30:00,False,False
520,73.2,22.59,610.13,2022-10-20,10:00:00,False,False
475,37.7,31.42,275.36,2022-10-20,10:30:00,False,False
489,52.0,34.13,360.38,2022-10-20,11:00:00,False,False
480,23.5,97.03,797.86,2022-10-20,11:30:00,False,False
531,27.3,14.41,453.02,2022-10-20,12:00:00,False,False
549,24.1,77.03,554.23,2022-10-20,12:30:00,False,False
531,90.3,34.09,592.08,2022-10-20,13:00:00,False,False
521,27.8,43.22,314.37,2022-10-20,13:30:00,False,False
472,62.9,35.82,356.73,2022-10-20,14:00:00,False,False
518,65.6,98.77,792.8,2022-10-20,14:30:00,False,False
518,76.6,13.9,539.16,2022-10-20,15:00:00,False,False
522,16.8,74.28,203.52,2022-10-20,15:30:00,False,False
523,49.2,22.53,702.25,2022-10-20,16:00:00,False,False
518,11.9,37.47,675.99,2022-10-20,16:30:00,False,False
473,36.3,73.23,261.23,2022-10-20,17:00:00,False,False
535,32.5,79.35,387.49,2022-10-20,17:30:00,False,False
498,99.4,93.43,440.18,2022-10-20,18:00:00,False,False
519,87.7,55.08,671.1,2022-10-20,18:30:00,False,False
520,19.2,54.55,351.51,2022-10-20,19:00:00,False,False
540,42.7,13.14,735.46,2022-10-20,19:30:00,False,False
516,61.0,46.67,681.39,2022-10-20,20:00:00,False,False
895,25.0,4787.48,3631.31,2022-10-20,20:30:00,True,True
779,95.2,3558.29,4965.17,2022-10-20,21:00:00,True,True
700,91.5,429.34,1155.99,2022-10-20,21:30:00,False,False
715,46.2,466.35,2333.52,2022-10-20,22:00:00,False,False
653,74.8,140.18,1755.33,2022-10-20,22:30:00,False,False
665,99.9,925.76,1448.84,2022-10-20,23:00:00,False,False
583,91.4,256.56,2749.13,2022-10-20,23:30:00,False,False
565,45.9,395.15,2335.66,2022-10-21,00:00:00,False,False
570,95.4,506.83,1980.37,2022-10-21,00:30:00,False,False
568,63.5,727.15,2786.56,2022-10-21,01:00:00,False,False
552,21.8,456.3,1095.74,2022-10-21,01:30:00,False,False
